Time (ms),Value,AccX,AccY,AccZ,gX,gY,gZ,Pitch,Roll
11865,3,-0.13,-0.94,-0.25,-1.29,-9.18,-2.42,-73.26,4.79
11883,1,-0.14,-0.94,-0.25,-1.42,-9.22,-2.43,-73.19,4.82
11901,0,-0.15,-0.95,-0.25,-1.49,-9.34,-2.47,-73.11,4.87
11920,-1,-0.16,-0.97,-0.24,-1.52,-9.52,-2.39,-73.01,4.94
11938,-2,-0.17,-0.98,-0.22,-1.63,-9.60,-2.15,-72.93,5.05
11957,-3,-0.11,-0.96,-0.22,-1.12,-9.38,-2.18,-72.97,5.07
11975,-1,-0.14,-0.99,-0.22,-1.37,-9.68,-2.16,-72.99,5.08
11994,1,-0.13,-0.97,-0.20,-1.32,-9.50,-1.94,-73.08,5.01
12012,3,-0.13,-0.95,-0.14,-1.31,-9.35,-1.40,-73.37,4.85
12030,3,-0.14,-0.91,-0.14,-1.33,-8.96,-1.37,-73.84,4.53
12049,2,-0.13,-0.93,-0.18,-1.24,-9.14,-1.77,-74.47,4.15
12067,2,-0.15,-1.04,-0.33,-1.48,-10.22,-3.20,-74.98,3.92
12086,0,-0.09,-1.13,-0.41,-0.93,-11.05,-3.98,-75.38,3.68
12104,-2,-0.05,-1.06,-0.39,-0.48,-10.36,-3.84,-75.63,3.38
12123,-3,-0.04,-1.00,-0.32,-0.41,-9.77,-3.11,-75.95,3.03
12141,-3,-0.07,-0.92,-0.25,-0.68,-9.01,-2.46,-76.20,2.70
12160,-3,-0.12,-0.84,-0.18,-1.16,-8.26,-1.81,-76.65,2.31
12178,1,-0.13,-0.81,-0.19,-1.32,-7.91,-1.86,-77.18,1.94
12196,1,-0.14,-0.95,-0.28,-1.35,-9.27,-2.70,-77.83,1.65
12215,0,-0.12,-1.13,-0.40,-1.21,-11.09,-3.95,-78.55,1.51
12233,0,-0.05,-1.19,-0.48,-0.53,-11.66,-4.69,-79.13,1.28
12252,-2,-0.01,-1.10,-0.49,-0.05,-10.79,-4.80,-79.50,0.96
12270,-2,0.02,-0.99,-0.45,0.17,-9.74,-4.40,-79.63,0.75
12289,-1,0.04,-1.01,-0.44,0.44,-9.91,-4.28,-79.77,0.82
12306,0,0.01,-1.00,-0.48,0.13,-9.80,-4.69,-79.65,1.01
12324,3,-0.03,-1.00,-0.42,-0.32,-9.81,-4.11,-79.44,1.14
12343,3,-0.04,-1.01,-0.42,-0.37,-9.88,-4.15,-79.16,1.18
12361,2,0.02,-0.98,-0.43,0.18,-9.57,-4.23,-78.78,1.12
12380,3,0.04,-0.93,-0.40,0.43,-9.07,-3.92,-78.27,1.04
12397,2,0.03,-0.89,-0.36,0.31,-8.72,-3.55,-77.77,1.07
12416,0,0.06,-0.90,-0.34,0.55,-8.78,-3.34,-77.23,1.16
12434,0,0.06,-0.87,-0.33,0.61,-8.52,-3.22,-76.74,1.10
12452,-1,0.09,-0.86,-0.35,0.88,-8.47,-3.39,-76.23,0.95
12470,-1,0.09,-0.90,-0.37,0.92,-8.86,-3.61,-75.82,0.85
12488,0,0.08,-0.92,-0.48,0.83,-9.06,-4.66,-75.05,0.73
12507,0,0.08,-0.93,-0.40,0.76,-9.08,-3.97,-74.09,0.48
12525,0,0.09,-0.91,-0.39,0.85,-8.87,-3.82,-73.07,0.06
12542,0,0.13,-0.87,-0.37,1.28,-8.52,-3.64,-71.95,-0.36
12561,0,0.19,-0.80,-0.35,1.86,-7.81,-3.39,-70.67,-0.83
12579,-1,0.23,-0.80,-0.32,2.23,-7.82,-3.14,-69.48,-1.23
12598,0,0.21,-0.84,-0.35,2.10,-8.27,-3.47,-68.09,-1.68
12616,0,0.27,-0.79,-0.39,2.68,-7.72,-3.79,-66.36,-2.22
12635,0,0.21,-0.65,-0.31,2.09,-6.36,-3.04,-64.38,-2.47
12652,1,0.25,-0.57,-0.11,2.43,-5.58,-1.13,-62.96,-2.39
12670,1,0.20,-0.62,-0.08,1.95,-6.06,-0.79,-62.23,-2.24
12689,0,0.29,-0.71,-0.19,2.83,-6.91,-1.85,-61.59,-2.35
12707,0,0.33,-0.75,-0.26,3.23,-7.35,-2.54,-60.88,-2.35
12726,-2,0.28,-0.77,-0.23,2.78,-7.51,-2.23,-60.27,-1.78
12744,-3,0.18,-0.75,-0.22,1.72,-7.35,-2.16,-59.89,-0.89
12763,-3,0.02,-0.73,-0.15,0.18,-7.14,-1.47,-59.77,0.23
12780,-2,0.01,-0.71,-0.09,0.15,-6.93,-0.89,-60.02,1.28
12798,0,0.12,-0.75,-0.17,1.21,-7.40,-1.63,-60.40,2.52
12817,1,0.07,-0.87,-0.27,0.72,-8.50,-2.68,-60.73,4.16
12835,1,-0.17,-0.95,-0.26,-1.70,-9.34,-2.58,-60.80,5.70
12854,1,-0.30,-0.89,-0.17,-2.90,-8.76,-1.64,-60.64,7.06
12871,0,-0.32,-0.80,-0.04,-3.15,-7.82,-0.37,-60.69,8.28
12890,-2,-0.27,-0.74,-0.03,-2.69,-7.26,-0.25,-61.33,9.84
12908,-5,-0.55,-0.82,-0.01,-5.35,-8.02,-0.06,-62.02,11.46
12926,-7,-0.55,-0.84,-0.08,-5.35,-8.23,-0.77,-62.79,12.70
12945,-13,-0.43,-0.89,-0.17,-4.21,-8.69,-1.67,-63.59,13.46
12964,0,-0.33,-0.94,-0.23,-3.25,-9.20,-2.22,-64.31,13.94
12983,24,-0.34,-0.94,-0.22,-3.34,-9.19,-2.16,-64.96,14.23
13001,14,-0.36,-0.85,-0.17,-3.49,-8.35,-1.71,-65.59,14.65
13020,0,-0.33,-0.88,-0.15,-3.21,-8.64,-1.51,-66.70,15.08
13038,0,-0.32,-0.99,-0.35,-3.13,-9.66,-3.45,-67.66,15.29
13057,-2,-0.32,-0.97,-0.40,-3.14,-9.52,-3.91,-68.15,15.29
13075,-2,-0.33,-0.90,-0.25,-3.20,-8.80,-2.49,-68.33,15.13
13093,-11,-0.44,-0.84,-0.19,-4.33,-8.20,-1.81,-68.70,14.94
13112,-5,-0.51,-0.82,-0.23,-5.04,-8.00,-2.28,-69.09,14.84
13130,10,-0.49,-0.80,-0.27,-4.79,-7.79,-2.65,-69.43,14.74
13149,0,-0.35,-0.81,-0.30,-3.47,-7.98,-2.96,-69.88,14.61
13167,-7,-0.25,-0.83,-0.31,-2.45,-8.14,-3.05,-70.30,14.57
13186,-5,-0.22,-0.89,-0.30,-2.12,-8.72,-2.98,-70.82,14.67
13204,-4,-0.18,-0.89,-0.33,-1.74,-8.70,-3.24,-71.27,14.76
13222,1,-0.17,-0.89,-0.06,-1.71,-8.69,-0.56,-72.65,14.82
13241,10,-0.12,-0.94,-0.45,-1.19,-9.22,-4.40,-74.53,14.80
13259,16,-0.09,-1.03,-0.62,-0.91,-10.11,-6.12,-75.61,14.53
13278,9,-0.14,-0.99,-0.67,-1.40,-9.71,-6.52,-76.32,14.01
13296,0,-0.15,-0.96,-0.63,-1.47,-9.44,-6.18,-76.45,13.43
13315,2,-0.22,-0.98,-0.62,-2.20,-9.64,-6.08,-76.39,12.85
13333,2,-0.29,-1.04,-0.68,-2.81,-10.15,-6.71,-75.97,12.35
13351,-3,-0.27,-1.00,-0.53,-2.67,-9.77,-5.21,-75.28,11.86
13370,-5,-0.40,-0.98,-0.37,-3.93,-9.58,-3.68,-74.73,11.79
13389,-9,-0.52,-0.97,-0.41,-5.08,-9.52,-4.00,-74.31,11.93
13408,-23,-0.42,-1.01,-0.53,-4.16,-9.85,-5.23,-73.76,12.06
13426,-12,-0.37,-0.92,-0.45,-3.62,-8.97,-4.44,-73.04,12.14
13445,19,-0.12,-0.84,-0.39,-1.18,-8.25,-3.85,-72.56,12.01
13463,18,-0.04,-0.81,-0.37,-0.36,-7.95,-3.63,-72.26,11.77
13481,9,-0.05,-0.82,-0.38,-0.54,-8.02,-3.71,-72.08,11.51
13500,9,-0.05,-0.81,-0.38,-0.51,-7.90,-3.71,-72.03,11.27
13518,3,-0.11,-0.84,-0.45,-1.07,-8.24,-4.37,-71.98,11.03
13537,-5,-0.15,-0.85,-0.46,-1.50,-8.32,-4.51,-71.90,10.73
13555,-12,-0.26,-0.86,-0.46,-2.52,-8.42,-4.46,-71.80,10.61
13574,-10,-0.22,-0.84,-0.46,-2.16,-8.24,-4.47,-71.69,10.40
13592,-5,-0.23,-0.83,-0.43,-2.28,-8.16,-4.19,-71.58,10.25
13611,0,-0.26,-0.86,-0.44,-2.53,-8.44,-4.30,-71.51,10.11
13629,3,-0.25,-0.89,-0.48,-2.49,-8.75,-4.66,-71.51,10.15
13647,5,-0.26,-0.88,-0.46,-2.52,-8.58,-4.48,-71.42,10.10
13666,3,-0.23,-0.90,-0.53,-2.21,-8.86,-5.23,-71.22,10.15
13684,0,-0.24,-0.88,-0.48,-2.34,-8.67,-4.70,-70.96,10.20
13703,-1,-0.21,-0.87,-0.48,-2.09,-8.52,-4.74,-70.67,10.21
13721,-4,-0.20,-0.85,-0.47,-1.97,-8.35,-4.65,-70.35,10.21
13740,-3,-0.21,-0.84,-0.46,-2.08,-8.21,-4.46,-70.06,10.25
13758,-2,-0.20,-0.84,-0.45,-2.00,-8.25,-4.44,-69.78,10.27
13777,0,-0.22,-0.82,-0.42,-2.15,-8.01,-4.16,-69.55,10.35
13795,3,-0.24,-0.83,-0.46,-2.39,-8.18,-4.47,-69.35,10.40
13813,6,-0.25,-0.83,-0.43,-2.48,-8.18,-4.26,-69.20,10.43
13832,4,-0.22,-0.82,-0.47,-2.13,-8.08,-4.56,-69.08,10.37
13850,0,-0.20,-0.84,-0.49,-1.94,-8.28,-4.83,-68.93,10.28
13869,-2,-0.19,-0.85,-0.52,-1.89,-8.37,-5.08,-68.69,10.22
13888,-4,-0.20,-0.86,-0.49,-1.98,-8.38,-4.82,-68.41,10.23
13906,-5,-0.20,-0.85,-0.49,-1.98,-8.30,-4.78,-68.11,10.23
13925,-3,-0.20,-0.84,-0.47,-1.98,-8.25,-4.63,-67.81,10.25
13943,0,-0.21,-0.84,-0.45,-2.01,-8.27,-4.45,-67.54,10.24
13962,3,-0.21,-0.84,-0.46,-2.02,-8.19,-4.47,-67.32,10.21
13980,5,-0.21,-0.85,-0.46,-2.06,-8.30,-4.55,-67.11,10.15
13999,5,-0.21,-0.85,-0.48,-2.09,-8.32,-4.68,-66.88,10.10
14017,1,-0.21,-0.85,-0.48,-2.10,-8.36,-4.72,-66.64,10.07
14035,0,-0.21,-0.85,-0.46,-2.09,-8.29,-4.48,-66.41,10.06
14054,-3,-0.21,-0.84,-0.46,-2.02,-8.24,-4.52,-66.18,10.04
14072,-6,-0.22,-0.86,-0.47,-2.15,-8.42,-4.64,-65.96,10.05
14091,-4,-0.23,-0.85,-0.46,-2.24,-8.30,-4.52,-65.71,10.05
14109,-1,-0.25,-0.84,-0.44,-2.45,-8.21,-4.32,-65.49,10.10
14128,1,-0.26,-0.84,-0.43,-2.59,-8.20,-4.25,-65.32,10.13
14146,5,-0.24,-0.85,-0.46,-2.31,-8.29,-4.48,-65.17,10.13
14164,5,-0.23,-0.84,-0.46,-2.28,-8.26,-4.48,-65.04,10.13
14183,3,-0.22,-0.85,-0.45,-2.20,-8.29,-4.43,-64.92,10.11
14201,0,-0.23,-0.84,-0.45,-2.23,-8.21,-4.45,-64.81,10.14
14220,-4,-0.24,-0.85,-0.47,-2.31,-8.28,-4.57,-64.70,10.18
14238,-5,-0.23,-0.85,-0.47,-2.24,-8.30,-4.60,-64.59,10.18
14257,-4,-0.22,-0.85,-0.47,-2.11,-8.29,-4.57,-64.48,10.18
14275,-2,-0.21,-0.85,-0.48,-2.08,-8.37,-4.68,-64.35,10.20
14294,1,-0.22,-0.84,-0.46,-2.16,-8.23,-4.48,-64.22,10.23
14312,5,-0.23,-0.84,-0.46,-2.23,-8.23,-4.49,-64.12,10.26
14330,6,-0.22,-0.84,-0.48,-2.17,-8.28,-4.66,-64.01,10.27
14349,2,-0.21,-0.84,-0.46,-2.10,-8.24,-4.50,-63.90,10.27
14367,0,-0.22,-0.84,-0.46,-2.16,-8.20,-4.56,-63.82,10.29
14386,-2,-0.22,-0.84,-0.48,-2.20,-8.25,-4.68,-63.72,10.33
14404,-5,-0.23,-0.85,-0.48,-2.29,-8.29,-4.70,-63.61,10.37
14423,-5,-0.21,-0.84,-0.50,-2.06,-8.26,-4.89,-63.45,10.38
14441,-1,-0.22,-0.84,-0.47,-2.18,-8.22,-4.62,-63.29,10.43
14459,0,-0.22,-0.84,-0.47,-2.17,-8.25,-4.62,-63.13,10.47
14478,3,-0.22,-0.83,-0.47,-2.19,-8.16,-4.61,-62.97,10.48
14496,6,-0.20,-0.83,-0.47,-1.99,-8.18,-4.61,-62.83,10.48
14515,4,-0.21,-0.83,-0.46,-2.05,-8.17,-4.55,-62.71,10.48
14533,0,-0.21,-0.84,-0.47,-2.01,-8.22,-4.62,-62.60,10.44
14552,-1,-0.20,-0.84,-0.48,-1.99,-8.28,-4.68,-62.48,10.40
14570,-3,-0.22,-0.84,-0.47,-2.14,-8.26,-4.60,-62.36,10.41
14588,-5,-0.23,-0.84,-0.47,-2.24,-8.27,-4.65,-62.24,10.45
14607,-3,-0.23,-0.85,-0.48,-2.30,-8.30,-4.70,-62.08,10.49
14625,-1,-0.23,-0.84,-0.47,-2.25,-8.26,-4.58,-61.95,10.52
14644,2,-0.23,-0.84,-0.46,-2.26,-8.27,-4.53,-61.83,10.55
14662,4,-0.23,-0.84,-0.46,-2.21,-8.22,-4.52,-61.74,10.57
14681,5,-0.22,-0.84,-0.47,-2.19,-8.19,-4.57,-61.66,10.59
14699,3,-0.22,-0.84,-0.47,-2.19,-8.23,-4.64,-61.56,10.62
14717,0,-0.23,-0.84,-0.47,-2.29,-8.20,-4.57,-61.47,10.65
14736,-4,-0.22,-0.84,-0.48,-2.14,-8.25,-4.72,-61.38,10.66
14754,-4,-0.21,-0.84,-0.48,-2.08,-8.24,-4.73,-61.27,10.68
14774,-2,-0.22,-0.84,-0.47,-2.12,-8.24,-4.65,-61.16,10.72
14792,-1,-0.22,-0.84,-0.47,-2.18,-8.25,-4.60,-61.04,10.76
14811,0,-0.21,-0.83,-0.47,-2.04,-8.16,-4.57,-60.94,10.76
14829,3,-0.22,-0.83,-0.46,-2.11,-8.16,-4.53,-60.87,10.78
14848,5,-0.22,-0.85,-0.49,-2.13,-8.30,-4.78,-60.77,10.78
14866,3,-0.21,-0.84,-0.48,-2.08,-8.22,-4.72,-60.65,10.77
14884,0,-0.23,-0.84,-0.48,-2.23,-8.24,-4.66,-60.52,10.79
14903,-3,-0.20,-0.84,-0.47,-1.98,-8.24,-4.59,-60.41,10.78
14921,-5,-0.22,-0.84,-0.46,-2.12,-8.27,-4.51,-60.32,10.79
14940,-3,-0.22,-0.85,-0.47,-2.16,-8.30,-4.65,-60.23,10.79
14958,-1,-0.22,-0.84,-0.48,-2.14,-8.25,-4.73,-60.12,10.79
14977,0,-0.22,-0.84,-0.47,-2.19,-8.27,-4.63,-60.00,10.81
14995,2,-0.23,-0.84,-0.46,-2.24,-8.27,-4.47,-59.89,10.83
15013,4,-0.24,-0.84,-0.44,-2.33,-8.22,-4.33,-59.81,10.88
15032,4,-0.23,-0.84,-0.46,-2.27,-8.23,-4.52,-59.77,10.92
15050,0,-0.22,-0.85,-0.48,-2.18,-8.34,-4.67,-59.70,10.92
15069,-2,-0.23,-0.84,-0.47,-2.23,-8.26,-4.60,-59.61,10.91
15087,-3,-0.19,-0.83,-0.47,-1.91,-8.15,-4.59,-59.53,10.86
15106,-3,-0.22,-0.85,-0.45,-2.17,-8.35,-4.41,-59.47,10.86
15124,-3,-0.21,-0.84,-0.46,-2.10,-8.19,-4.52,-59.42,10.85
15142,0,-0.22,-0.84,-0.46,-2.17,-8.26,-4.51,-59.38,10.85
15161,1,-0.22,-0.85,-0.48,-2.18,-8.30,-4.67,-59.33,10.83
15179,4,-0.21,-0.85,-0.48,-2.02,-8.30,-4.72,-59.25,10.80
15198,4,-0.21,-0.84,-0.47,-2.01,-8.22,-4.61,-59.17,10.77
15216,1,-0.19,-0.84,-0.47,-1.91,-8.19,-4.58,-59.10,10.72
15235,-1,-0.20,-0.84,-0.46,-1.94,-8.19,-4.54,-59.05,10.67
15253,-3,-0.22,-0.85,-0.47,-2.13,-8.34,-4.60,-59.00,10.65
15271,-2,-0.23,-0.85,-0.47,-2.28,-8.32,-4.58,-58.95,10.66
15290,-2,-0.22,-0.85,-0.47,-2.16,-8.31,-4.59,-58.89,10.65
15308,-1,-0.21,-0.84,-0.46,-2.05,-8.25,-4.52,-58.83,10.64
15327,0,-0.21,-0.84,-0.44,-2.06,-8.22,-4.30,-58.82,10.66
15345,3,-0.22,-0.85,-0.45,-2.12,-8.33,-4.45,-58.82,10.67
15364,4,-0.21,-0.84,-0.46,-2.09,-8.25,-4.52,-58.82,10.64
15382,2,-0.23,-0.85,-0.47,-2.23,-8.29,-4.57,-58.80,10.64
15400,-1,-0.22,-0.85,-0.47,-2.14,-8.30,-4.58,-58.79,10.64
15419,-2,-0.21,-0.85,-0.46,-2.08,-8.30,-4.55,-58.77,10.66
15437,-3,-0.21,-0.84,-0.47,-2.02,-8.27,-4.64,-58.75,10.65
15456,-2,-0.21,-0.84,-0.47,-2.02,-8.25,-4.64,-58.73,10.62
15474,0,-0.20,-0.84,-0.47,-1.93,-8.22,-4.64,-58.70,10.56
15493,0,-0.22,-0.85,-0.47,-2.15,-8.30,-4.57,-58.67,10.54
15511,1,-0.22,-0.84,-0.47,-2.17,-8.23,-4.59,-58.63,10.54
15529,4,-0.22,-0.84,-0.47,-2.17,-8.26,-4.62,-58.60,10.58
15548,3,-0.22,-0.85,-0.48,-2.15,-8.36,-4.70,-58.55,10.60
15566,0,-0.21,-0.84,-0.47,-2.07,-8.23,-4.61,-58.50,10.62
15585,-1,-0.21,-0.85,-0.48,-2.04,-8.33,-4.69,-58.44,10.63
15603,-2,-0.21,-0.84,-0.47,-2.10,-8.23,-4.59,-58.37,10.64
15622,-3,-0.21,-0.85,-0.46,-2.07,-8.32,-4.54,-58.31,10.64
15641,-3,-0.22,-0.84,-0.46,-2.13,-8.26,-4.52,-58.27,10.67
15660,-1,-0.22,-0.84,-0.46,-2.17,-8.23,-4.46,-58.24,10.70
15678,2,-0.21,-0.85,-0.47,-2.01,-8.30,-4.62,-58.22,10.69
15696,5,-0.21,-0.85,-0.48,-2.06,-8.30,-4.66,-58.16,10.68
15715,3,-0.21,-0.85,-0.47,-2.04,-8.28,-4.57,-58.11,10.64
15733,0,-0.21,-0.84,-0.46,-2.06,-8.26,-4.50,-58.07,10.61
15752,-1,-0.22,-0.85,-0.46,-2.14,-8.30,-4.53,-58.03,10.61
15770,-1,-0.22,-0.84,-0.47,-2.12,-8.23,-4.64,-57.99,10.62
15789,-3,-0.22,-0.85,-0.48,-2.12,-8.30,-4.67,-57.94,10.62
15807,-2,-0.22,-0.84,-0.47,-2.15,-8.28,-4.59,-57.88,10.63
15825,-2,-0.22,-0.84,-0.45,-2.15,-8.25,-4.43,-57.84,10.65
15844,0,-0.23,-0.85,-0.45,-2.29,-8.31,-4.43,-57.82,10.69
15862,4,-0.22,-0.86,-0.46,-2.16,-8.41,-4.54,-57.80,10.72
15881,5,-0.20,-0.84,-0.47,-1.97,-8.28,-4.58,-57.76,10.71
15899,0,-0.20,-0.84,-0.46,-1.99,-8.20,-4.51,-57.76,10.73
15918,0,-0.22,-0.84,-0.46,-2.15,-8.27,-4.52,-57.76,10.75
15936,-2,-0.21,-0.85,-0.48,-2.05,-8.29,-4.71,-57.72,10.74
15954,-2,-0.21,-0.85,-0.47,-2.10,-8.29,-4.60,-57.69,10.75
15973,-2,-0.22,-0.85,-0.47,-2.16,-8.34,-4.61,-57.65,10.77
15991,-1,-0.22,-0.85,-0.48,-2.13,-8.31,-4.66,-57.61,10.78
16010,0,-0.21,-0.85,-0.46,-2.07,-8.28,-4.50,-57.58,10.79
16028,3,-0.20,-0.84,-0.47,-1.97,-8.27,-4.56,-57.57,10.80
16047,4,-0.21,-0.84,-0.46,-2.09,-8.24,-4.53,-57.56,10.83
16065,1,-0.21,-0.84,-0.47,-2.07,-8.24,-4.59,-57.55,10.82
16083,0,-0.20,-0.86,-0.48,-1.96,-8.43,-4.66,-57.55,10.80
16102,0,-0.22,-0.84,-0.47,-2.14,-8.27,-4.65,-57.51,10.80
16120,-2,-0.22,-0.85,-0.46,-2.15,-8.37,-4.56,-57.47,10.81
16139,-2,-0.21,-0.84,-0.46,-2.04,-8.25,-4.47,-57.44,10.78
16157,-3,-0.20,-0.84,-0.45,-2.00,-8.26,-4.40,-57.44,10.74
16176,-1,-0.22,-0.84,-0.45,-2.12,-8.23,-4.38,-57.46,10.74
16194,2,-0.21,-0.85,-0.46,-2.11,-8.30,-4.48,-57.49,10.74
16212,4,-0.22,-0.85,-0.47,-2.15,-8.34,-4.59,-57.52,10.75
16231,2,-0.20,-0.85,-0.48,-2.01,-8.34,-4.73,-57.52,10.74
16249,0,-0.20,-0.84,-0.47,-1.94,-8.28,-4.64,-57.50,10.71
16268,0,-0.20,-0.85,-0.47,-1.99,-8.32,-4.63,-57.48,10.70
16286,-2,-0.21,-0.85,-0.47,-2.10,-8.31,-4.62,-57.44,10.71
16305,-3,-0.22,-0.84,-0.45,-2.16,-8.26,-4.40,-57.43,10.71
16323,-2,-0.21,-0.85,-0.46,-2.08,-8.32,-4.52,-57.42,10.71
16342,-1,-0.21,-0.84,-0.47,-2.02,-8.27,-4.59,-57.39,10.68
16360,0,-0.20,-0.83,-0.46,-1.93,-8.17,-4.46,-57.38,10.64
16378,4,-0.20,-0.84,-0.46,-1.94,-8.26,-4.48,-57.40,10.61
16397,4,-0.22,-0.85,-0.47,-2.11,-8.29,-4.56,-57.42,10.59
16415,1,-0.21,-0.86,-0.48,-2.08,-8.40,-4.68,-57.43,10.58
16434,-1,-0.23,-0.85,-0.48,-2.22,-8.35,-4.70,-57.39,10.59
16452,-2,-0.22,-0.84,-0.46,-2.14,-8.26,-4.55,-57.37,10.61
16471,-3,-0.21,-0.84,-0.47,-2.05,-8.26,-4.57,-57.35,10.63
16490,-2,-0.22,-0.85,-0.47,-2.14,-8.29,-4.58,-57.33,10.64
16508,-2,-0.20,-0.85,-0.47,-1.99,-8.29,-4.60,-57.32,10.67
16527,1,-0.21,-0.84,-0.47,-2.03,-8.27,-4.57,-57.28,10.68
16545,5,-0.20,-0.84,-0.45,-2.00,-8.26,-4.42,-57.27,10.68
16564,3,-0.21,-0.84,-0.46,-2.09,-8.28,-4.47,-57.29,10.70
16582,1,-0.21,-0.86,-0.48,-2.05,-8.42,-4.68,-57.28,10.70
16601,0,-0.21,-0.86,-0.48,-2.03,-8.43,-4.69,-57.25,10.70
16619,-2,-0.21,-0.84,-0.47,-2.03,-8.27,-4.58,-57.22,10.71
16637,-3,-0.20,-0.84,-0.46,-1.96,-8.20,-4.51,-57.20,10.69
16656,-3,-0.19,-0.83,-0.45,-1.89,-8.15,-4.45,-57.19,10.63
16674,-1,-0.21,-0.84,-0.47,-2.08,-8.20,-4.61,-57.18,10.63
16693,1,-0.22,-0.86,-0.47,-2.18,-8.39,-4.56,-57.18,10.65
16711,4,-0.22,-0.85,-0.46,-2.16,-8.34,-4.52,-57.17,10.67
16730,4,-0.22,-0.85,-0.47,-2.20,-8.35,-4.56,-57.14,10.69
16748,2,-0.20,-0.85,-0.46,-1.93,-8.29,-4.48,-57.13,10.66
16766,0,-0.20,-0.84,-0.46,-1.94,-8.24,-4.54,-57.13,10.63
16785,-2,-0.21,-0.85,-0.46,-2.09,-8.28,-4.52,-57.14,10.62
16803,-3,-0.22,-0.85,-0.47,-2.19,-8.33,-4.56,-57.14,10.61
16822,-3,-0.22,-0.84,-0.46,-2.13,-8.28,-4.55,-57.13,10.64
16840,-2,-0.21,-0.85,-0.46,-2.09,-8.32,-4.55,-57.12,10.65
16859,0,-0.21,-0.84,-0.47,-2.01,-8.28,-4.58,-57.11,10.66
16877,3,-0.21,-0.85,-0.45,-2.08,-8.29,-4.40,-57.11,10.67
16896,4,-0.21,-0.84,-0.46,-2.09,-8.25,-4.53,-57.12,10.66
16914,3,-0.21,-0.85,-0.48,-2.01,-8.34,-4.68,-57.11,10.65
16932,0,-0.21,-0.85,-0.47,-2.06,-8.33,-4.62,-57.11,10.66
16951,-3,-0.21,-0.85,-0.47,-2.06,-8.32,-4.59,-57.09,10.66
16969,-1,-0.21,-0.85,-0.46,-2.06,-8.29,-4.52,-57.08,10.66
16988,-2,-0.21,-0.85,-0.47,-2.05,-8.34,-4.60,-57.06,10.64
17006,-2,-0.20,-0.84,-0.46,-2.01,-8.23,-4.55,-57.04,10.62
17025,0,-0.22,-0.85,-0.46,-2.12,-8.34,-4.52,-57.02,10.61
17043,2,-0.22,-0.85,-0.46,-2.13,-8.29,-4.50,-57.01,10.63
17061,3,-0.22,-0.85,-0.46,-2.16,-8.31,-4.47,-57.02,10.64
17080,4,-0.20,-0.85,-0.47,-1.96,-8.29,-4.65,-57.01,10.61
17098,1,-0.21,-0.85,-0.46,-2.01,-8.33,-4.54,-57.00,10.59
17117,-2,-0.22,-0.85,-0.46,-2.13,-8.31,-4.53,-56.99,10.60
17135,-2,-0.23,-0.86,-0.46,-2.21,-8.42,-4.53,-56.97,10.60
17154,-2,-0.21,-0.85,-0.46,-2.02,-8.28,-4.50,-56.95,10.56
17172,-2,-0.20,-0.84,-0.46,-1.92,-8.27,-4.54,-56.95,10.53
17190,0,-0.22,-0.85,-0.47,-2.12,-8.31,-4.62,-56.92,10.53
17209,1,-0.22,-0.84,-0.45,-2.18,-8.24,-4.45,-56.89,10.53
17227,3,-0.23,-0.85,-0.46,-2.23,-8.34,-4.49,-56.88,10.54
17246,3,-0.21,-0.85,-0.47,-2.10,-8.30,-4.65,-56.83,10.54
17264,2,-0.22,-0.85,-0.46,-2.12,-8.33,-4.50,-56.79,10.55
17283,-1,-0.21,-0.84,-0.45,-2.09,-8.28,-4.41,-56.76,10.56
17301,-2,-0.22,-0.84,-0.44,-2.19,-8.27,-4.31,-56.76,10.58
17319,-2,-0.21,-0.85,-0.45,-2.09,-8.30,-4.37,-56.80,10.58
17338,-3,-0.21,-0.85,-0.46,-2.05,-8.31,-4.55,-56.82,10.56
17356,-1,-0.22,-0.85,-0.45,-2.12,-8.38,-4.43,-56.85,10.58
17375,1,-0.21,-0.85,-0.48,-2.06,-8.37,-4.70,-56.84,10.57
17393,2,-0.21,-0.85,-0.46,-2.10,-8.37,-4.51,-56.83,10.55
17412,3,-0.22,-0.84,-0.45,-2.11,-8.24,-4.45,-56.82,10.56
17430,3,-0.24,-0.85,-0.46,-2.37,-8.34,-4.50,-56.80,10.58
17448,0,-0.23,-0.85,-0.46,-2.26,-8.34,-4.50,-56.80,10.55
17467,-2,-0.20,-0.83,-0.45,-1.92,-8.16,-4.40,-56.84,10.53
17485,-2,-0.21,-0.84,-0.46,-2.03,-8.25,-4.51,-56.87,10.52
17505,-2,-0.21,-0.85,-0.46,-2.03,-8.29,-4.55,-56.87,10.51
17523,-1,-0.22,-0.85,-0.46,-2.15,-8.38,-4.50,-56.88,10.52
17542,0,-0.22,-0.86,-0.47,-2.20,-8.40,-4.56,-56.85,10.56
17560,2,-0.22,-0.85,-0.46,-2.20,-8.35,-4.49,-56.82,10.57
17579,3,-0.21,-0.84,-0.45,-2.08,-8.26,-4.37,-56.80,10.57
17597,4,-0.22,-0.84,-0.44,-2.11,-8.19,-4.29,-56.82,10.60
17615,0,-0.21,-0.85,-0.45,-2.10,-8.32,-4.45,-56.86,10.59
17634,-2,-0.22,-0.85,-0.46,-2.13,-8.34,-4.50,-56.89,10.61
17652,-4,-0.23,-0.86,-0.46,-2.25,-8.46,-4.52,-56.90,10.65
